Top_Games_Difference,Top_Winrate_Difference,Top_KDA_Difference,Top_AVG_Kills_Difference,Top_AVG_Deaths_Difference,Top_AVG_Assists_Difference,Top_CSM_Difference,Top_GPM_Difference,Top_KP_Difference,Top_DMG%_Difference,Top_DPM_Difference,Top_GOLD_DIFF_15_Difference,Jg_Games_Difference,Jg_Winrate_Difference,Jg_KDA_Difference,Jg_AVG_Kills_Difference,Jg_AVG_Deaths_Difference,Jg_AVG_Assists_Difference,Jg_CSM_Difference,Jg_GPM_Difference,Jg_KP_Difference,Jg_DMG%_Difference,Jg_DPM_Difference,Jg_GOLD_DIFF_15_Difference,Mid_Games_Difference,Mid_Winrate_Difference,Mid_KDA_Difference,Mid_AVG_Kills_Difference,Mid_AVG_Deaths_Difference,Mid_AVG_Assists_Difference,Mid_CSM_Difference,Mid_GPM_Difference,Mid_KP_Difference,Mid_DMG%_Difference,Mid_DPM_Difference,Mid_GOLD_DIFF_15_Difference,Adc_Games_Difference,Adc_Winrate_Difference,Adc_KDA_Difference,Adc_AVG_Kills_Difference,Adc_AVG_Deaths_Difference,Adc_AVG_Assists_Difference,Adc_CSM_Difference,Adc_GPM_Difference,Adc_KP_Difference,Adc_DMG%_Difference,Adc_DPM_Difference,Adc_GOLD_DIFF_15_Difference,Support_Games_Difference,Support_Winrate_Difference,Support_KDA_Difference,Support_AVG_Kills_Difference,Support_AVG_Deaths_Difference,Support_AVG_Assists_Difference,Support_Vision_Per_Min_Difference,Top_Champ_KDA_Difference,Top_Champ_CS_Per_Min_Difference,Top_Champ_Damage_Per_Min_Difference,Top_Champ_Gold_Per_Min_Difference,Top_Champ_CS_Diff_At_15_Difference,Top_Champ_XP_Diff_At_15_Difference,Top_Champ_Gold_Diff_At_15_Difference,TopComfortabilityDifference,Jg_Champ_KDA_Difference,Jg_Champ_CS_Per_Min_Difference,Jg_Champ_Damage_Per_Min_Difference,Jg_Champ_Gold_Per_Min_Difference,Jg_Champ_CS_Diff_At_15_Difference,Jg_Champ_XP_Diff_At_15_Difference,Jg_Champ_Gold_Diff_At_15_Difference,JgComfortabilityDifference,Mid_Champ_KDA_Difference,Mid_Champ_CS_Per_Min_Difference,Mid_Champ_Damage_Per_Min_Difference,Mid_Champ_Gold_Per_Min_Difference,Mid_Champ_CS_Diff_At_15_Difference,Mid_Champ_XP_Diff_At_15_Difference,Mid_Champ_Gold_Diff_At_15_Difference,MidComfortabilityDifference,Adc_Champ_KDA_Difference,Adc_Champ_CS_Per_Min_Difference,Adc_Champ_Damage_Per_Min_Difference,Adc_Champ_Gold_Per_Min_Difference,Adc_Champ_CS_Diff_At_15_Difference,Adc_Champ_XP_Diff_At_15_Difference,Adc_Champ_Gold_Diff_At_15_Difference,AdcComfortabilityDifference,Support_Champ_KDA_Difference,Support_Champ_CS_Per_Min_Difference,Support_Champ_Damage_Per_Min_Difference,Support_Champ_Gold_Per_Min_Difference,Support_Champ_CS_Diff_At_15_Difference,Support_Champ_XP_Diff_At_15_Difference,Support_Champ_Gold_Diff_At_15_Difference,SupportComfortabilityDiffernce,GAME_RESULT
38.0,-14.0,-0.7000000000000002,-0.5999999999999999,0.5,0.20000000000000018,-0.7000000000000002,-38.0,2.6000000000000014,-0.29999999999999716,-82.0,-972.0,-22.0,-13.300000000000004,-1.0999999999999996,-0.20000000000000018,0.5,-0.5999999999999996,-0.1999999999999993,-13.0,4.200000000000003,-1.1999999999999993,-45.0,-296.0,-22.0,-13.300000000000004,-1.7999999999999998,-0.19999999999999973,0.5999999999999999,-0.7000000000000002,0.3000000000000007,-1.0,2.1000000000000085,3.6999999999999993,41.0,-317.0,-59.0,-2.1000000000000014,0.09999999999999964,0.6000000000000005,0.10000000000000009,-0.09999999999999964,1.0,29.0,0.4000000000000057,0.8000000000000007,40.0,98.0,92.0,26.4,1.1999999999999997,0.09999999999999998,-1.6999999999999997,0.5999999999999996,0.44999999999999973,0.19999999999999973,0.40000000000000036,-13.0,-3.0,-2.000000000000001,-264.0,-59.0,-24.499523809523794,-1.0,-0.09999999999999964,-59.0,-12.0,4.6,-37.0,126.0,-0.710173160173099,0.0,0.09999999999999964,225.0,11.0,3.3000000000000003,115.0,232.0,-0.9550588235294413,0.3999999999999999,0.09999999999999964,-85.0,17.0,8.899999999999999,419.0,194.0,-10.06541606541606,1.1,-1.4999999999999998,-9.0,-11.0,-3.8000000000000003,173.0,31.0,0,0
8.0,-2.6000000000000014,0.20000000000000018,0.7,0.20000000000000018,0.39999999999999947,0.09999999999999964,16.0,4.399999999999999,5.399999999999999,137.0,362.0,1.0,0.7000000000000028,0.30000000000000027,0.7,0.0,0.0,0.20000000000000018,14.0,-2.299999999999997,0.1999999999999993,23.0,175.0,-5.0,-1.3999999999999986,-0.2999999999999998,-0.2999999999999998,0.10000000000000009,0.10000000000000053,-0.40000000000000036,-20.0,-7.999999999999993,-3.8999999999999986,-29.0,-157.0,2.0,-3.200000000000003,-0.8000000000000003,-0.19999999999999973,0.5,0.20000000000000018,-1.1999999999999993,-29.0,-7.200000000000003,-2.5,-13.0,-18.0,-68.0,5.300000000000004,0.6000000000000001,0.0,0.0,1.9000000000000004,-0.4700000000000002,0.0,0.0,-4.0,2.0,-4.4,-255.0,-135.0,3.454483695652243,-0.10000000000000009,0.7999999999999998,45.0,32.0,7.1,205.0,233.0,-139.23666666666662,0.0,0.1999999999999993,-242.0,0.0,0.6000000000000001,122.0,-62.0,13.315918367346967,0.09999999999999964,-0.5,-70.0,-9.0,2.2,38.0,15.0,-59.85999999999996,0.2999999999999998,-3.3000000000000003,-189.0,-81.0,4.5,-70.0,-18.0,8.601470588235287,1
36.0,-0.7000000000000028,0.0,0.7000000000000002,0.10000000000000009,-0.1999999999999993,-0.20000000000000107,11.0,1.3999999999999986,2.3000000000000007,42.0,333.0,37.0,-1.4000000000000057,-0.20000000000000018,0.6000000000000001,0.19999999999999996,0.20000000000000018,0.0,19.0,3.5,2.3000000000000007,46.0,222.0,38.0,-0.20000000000000284,-2.7,-0.7999999999999998,0.7000000000000002,-0.09999999999999964,-1.4000000000000004,-42.0,-5.700000000000003,-3.0,-79.0,-243.0,37.0,-1.4000000000000057,-1.5,-0.40000000000000036,0.5,0.5,-0.09999999999999964,2.0,-2.0999999999999943,-3.5,-87.0,58.0,37.0,-1.4000000000000057,0.40000000000000036,0.4,0.0,0.0,-0.040000000000000036,-0.5,0.39999999999999947,-17.0,9.0,2.9,-44.0,-156.0,20.104945054945006,-0.19999999999999973,1.0,125.0,38.0,6.199999999999999,268.0,257.0,44.07863636363635,1.0000000000000004,-0.39999999999999947,-83.0,8.0,-3.4000000000000004,385.0,-88.0,-403.03921568627453,-0.10000000000000009,0.09999999999999964,-61.0,-1.0,-5.0,-94.0,-48.0,25.043483709273175,-0.5,0.19999999999999996,-79.0,-18.0,5.8999999999999995,-72.0,-64.0,6.412645161290328,1
35.0,7.200000000000003,0.6000000000000001,0.30000000000000004,-0.5,-0.09999999999999964,0.5,19.0,-0.3999999999999986,1.1999999999999993,68.0,350.0,23.0,6.0,0.3999999999999999,0.10000000000000009,-0.30000000000000027,0.0,0.0,-3.0,-5.6000000000000085,-1.6999999999999993,-12.0,58.0,35.0,7.200000000000003,1.2000000000000002,0.6999999999999997,-0.4999999999999998,0.09999999999999964,0.29999999999999893,20.0,-1.2999999999999972,-1.9000000000000021,12.0,334.0,72.0,-3.200000000000003,-1.2999999999999998,-1.3000000000000003,0.30000000000000004,0.2999999999999998,-1.0,-42.0,-2.5,-0.5,-15.0,-157.0,33.0,8.200000000000003,0.0,0.19999999999999996,0.10000000000000009,0.20000000000000018,-0.04999999999999982,-0.3999999999999999,1.5999999999999996,113.0,56.0,12.3,370.0,180.0,81.93192686357247,-0.10000000000000009,0.10000000000000053,-49.0,1.0,4.2,121.0,167.0,-270.56842105263155,-0.19999999999999973,-0.9000000000000004,-193.0,-39.0,-6.0,-191.0,-253.0,-76.95449999999994,-1.1999999999999997,-0.5999999999999996,-19.0,-16.0,5.1,191.0,77.0,-5.631349206349171,2.4,-0.6000000000000001,58.0,18.0,-11.899999999999999,44.0,52.0,-19.09300813008133,1
-41.0,12.399999999999999,0.30000000000000027,-0.30000000000000027,-0.30000000000000027,0.09999999999999964,-0.5,-4.0,-5.200000000000003,0.3999999999999986,71.0,338.0,22.0,11.200000000000003,0.39999999999999947,0.2999999999999998,-0.09999999999999964,0.2999999999999998,0.1999999999999993,15.0,2.5,1.799999999999999,50.0,97.0,57.0,5.700000000000003,1.2999999999999998,0.2999999999999998,-0.7,-1.0,-0.09999999999999964,2.0,-2.9000000000000057,-2.299999999999997,-46.0,107.0,19.0,11.700000000000003,0.6000000000000005,0.09999999999999964,-0.10000000000000009,0.39999999999999947,-0.7000000000000011,-11.0,1.0,-1.3000000000000007,-10.0,84.0,14.0,13.5,1.6,0.0,-0.7000000000000002,0.9000000000000004,0.040000000000000036,0.5999999999999996,-1.1999999999999993,-122.0,-61.0,-9.9,-379.0,-104.0,-30.046969696969654,-0.09999999999999964,0.20000000000000018,80.0,6.0,-0.8999999999999999,63.0,24.0,27.32916666666671,-0.19999999999999973,-0.8000000000000007,32.0,-28.0,-2.6999999999999997,-76.0,-21.0,-5.292857142857088,-1.1999999999999997,-0.5999999999999996,-19.0,-16.0,5.1,191.0,77.0,-83.18111111111114,1.9,-1.7999999999999998,21.0,-3.0,-8.299999999999999,156.0,4.0,220.53947368421052,1
-17.0,-0.3999999999999986,-0.20000000000000018,-0.19999999999999996,-0.10000000000000009,-0.5,0.10000000000000142,0.0,-4.5,-4.600000000000001,-88.0,-221.0,-10.0,-3.700000000000003,0.19999999999999973,-0.09999999999999987,-0.20000000000000018,-0.20000000000000018,0.7000000000000002,16.0,3.0,1.8000000000000007,18.0,321.0,-5.0,-2.3000000000000043,-1.0999999999999996,0.3999999999999999,0.5,-0.5,0.20000000000000107,16.0,1.0999999999999943,4.399999999999999,61.0,107.0,-8.0,-1.0,-0.6000000000000001,-0.5,0.19999999999999996,-0.10000000000000053,0.5,4.0,-0.29999999999999716,-1.2999999999999972,-35.0,-130.0,13.0,-5.100000000000001,-0.5,-0.09999999999999998,0.3999999999999999,-0.2999999999999998,0.2200000000000002,0.0,0.0,4.0,-2.0,4.4,255.0,135.0,-5.95187500000003,1.0,0.09999999999999964,59.0,12.0,-4.6,37.0,-126.0,30.694685990338144,-0.2999999999999998,-2.0,-245.0,-66.0,-10.5,-298.0,-223.0,-14.70852272727268,0.09999999999999964,-0.5,-70.0,-9.0,2.2,38.0,15.0,-17.84307692307692,-1.0,-0.19999999999999996,-14.0,-8.0,-3.6,-63.0,0.0,6.9943064182194234,0
-22.0,20.4,0.2999999999999998,0.3999999999999999,0.20000000000000018,0.6999999999999993,0.5000000000000009,33.0,0.3999999999999986,-0.3000000000000007,13.0,353.0,-11.0,22.300000000000004,1.8000000000000003,0.20000000000000018,-0.5999999999999999,0.8999999999999995,0.39999999999999947,23.0,-1.2999999999999972,-0.7000000000000011,2.0,218.0,-24.0,19.9,2.3999999999999995,0.3999999999999999,-0.40000000000000013,0.7999999999999998,0.6000000000000014,33.0,0.29999999999999716,1.3000000000000007,48.0,262.0,-23.0,20.300000000000004,2.7,1.1,-0.7000000000000002,0.10000000000000053,0.5,36.0,0.5999999999999943,0.5,37.0,257.0,-23.0,21.1,1.5,-0.09999999999999998,-0.7999999999999998,1.2999999999999998,-0.050000000000000266,0.3999999999999999,-1.5999999999999996,-113.0,-56.0,-12.3,-370.0,-180.0,-44.86526019690575,-0.2999999999999998,-0.2999999999999998,-78.0,-29.0,3.7,-16.0,92.0,4.160947712418249,0.7000000000000002,0.0,-96.0,-9.0,2.7,122.0,48.0,72.08026315789476,0.09999999999999964,-0.5,-70.0,-9.0,2.2,38.0,15.0,44.37035256410252,-0.7000000000000002,-2.8,-87.0,-42.0,7.7,220.0,-262.0,71.78981481481483,0
12.0,11.299999999999997,-0.20000000000000018,-0.8,0.2999999999999998,0.9000000000000004,-1.1000000000000005,-40.0,0.10000000000000142,-4.299999999999997,-78.0,-721.0,12.0,11.299999999999997,-0.10000000000000009,-0.20000000000000018,0.20000000000000018,0.8000000000000007,0.0,5.0,5.6000000000000085,0.9000000000000004,26.0,-241.0,13.0,12.0,0.0,0.20000000000000018,0.09999999999999964,0.0,0.40000000000000036,16.0,4.100000000000001,1.1999999999999993,36.0,-115.0,-28.0,23.700000000000003,2.5,2.2,-0.7,0.20000000000000018,1.799999999999999,78.0,8.900000000000006,4.899999999999999,158.0,493.0,78.0,4.299999999999997,-0.30000000000000027,-0.09999999999999998,0.10000000000000009,-0.7000000000000011,0.1200000000000001,0.0,0.0,-4.0,2.0,-4.4,-255.0,-135.0,-51.490000000000066,-0.2999999999999998,-0.2999999999999998,-78.0,-29.0,3.7,-16.0,92.0,-5.331092436974814,-1.1,1.6999999999999993,256.0,58.0,13.100000000000001,565.0,364.0,112.99199999999993,1.2000000000000002,1.0,150.0,26.0,-2.3,-135.0,-44.0,34.22222222222223,3.1000000000000005,-0.8,132.0,1.0,-12.3,-110.0,256.0,-14.460714285714289,1
-32.0,34.4,1.4000000000000001,0.3999999999999999,-0.5,1.7999999999999998,-0.09999999999999964,19.0,0.29999999999999716,-2.6000000000000014,77.0,437.0,36.0,32.300000000000004,2.3,0.8999999999999999,-1.0,2.3,0.0,23.0,3.700000000000003,1.3999999999999986,72.0,332.0,28.0,33.7,2.5,1.0,-0.7,1.3000000000000007,0.6999999999999993,43.0,0.8999999999999915,-1.1999999999999993,57.0,395.0,46.0,29.700000000000003,2.6,1.6999999999999997,-0.5999999999999999,1.1999999999999997,-0.3000000000000007,19.0,9.199999999999996,3.1999999999999993,129.0,376.0,28.0,35.1,2.7,0.20000000000000007,-0.7000000000000002,3.3000000000000007,0.3599999999999999,-0.10000000000000009,0.20000000000000107,-2.0,9.0,3.6999999999999997,193.0,35.0,30.677976190476215,-0.2999999999999998,-0.2999999999999998,-78.0,-29.0,3.7,-16.0,92.0,-47.2593333333333,0.8000000000000003,-0.2999999999999998,68.0,-22.0,4.9,160.0,4.0,85.01759259259256,0.10000000000000009,-0.09999999999999964,61.0,1.0,5.0,94.0,48.0,-23.7216374269006,0.5,-0.19999999999999996,79.0,18.0,-5.8999999999999995,72.0,64.0,19.899473684210534,1
46.0,25.299999999999997,0.5,0.5,0.0,0.7000000000000002,-0.40000000000000036,21.0,-1.2000000000000028,3.3000000000000007,112.0,402.0,49.0,24.799999999999997,1.2999999999999998,1.0,-0.2999999999999998,0.7999999999999998,0.39999999999999947,41.0,3.299999999999997,0.5,41.0,299.0,84.0,19.299999999999997,0.39999999999999947,0.3999999999999999,-0.2999999999999998,-0.9000000000000004,-0.29999999999999893,12.0,-7.5,-2.1999999999999993,-24.0,143.0,46.0,25.299999999999997,0.6000000000000005,0.09999999999999964,0.09999999999999987,1.2000000000000002,-0.3000000000000007,14.0,-2.5999999999999943,-4.0,-35.0,340.0,46.0,25.299999999999997,1.3000000000000003,0.19999999999999996,-0.3999999999999999,1.1999999999999993,-0.2200000000000002,0.0,0.0,4.0,-2.0,4.4,255.0,135.0,46.97257053291537,-0.09999999999999964,0.20000000000000018,80.0,6.0,-0.8999999999999999,63.0,24.0,59.762500000000045,0.30000000000000027,-2.5999999999999996,-282.0,-75.0,-18.5,-522.0,-430.0,35.42756410256413,-0.09999999999999964,0.5,70.0,9.0,-2.2,-38.0,-15.0,-62.473846153846125,1.6000000000000005,-0.49999999999999994,143.0,0.0,-9.100000000000001,-103.0,256.0,27.211034482758663,0
-69.0,-35.599999999999994,-0.8999999999999999,-1.3,-0.30000000000000027,-1.7000000000000002,0.20000000000000107,-39.0,-5.899999999999999,-4.300000000000001,-182.0,-677.0,-62.0,-38.9,-2.2,-1.4000000000000001,0.5,-1.9000000000000004,-0.5999999999999996,-58.0,0.09999999999999432,-1.0,-85.0,-432.0,-57.0,-37.5,-0.5999999999999996,-0.20000000000000018,0.0,-0.9000000000000004,0.5,-7.0,10.599999999999994,6.300000000000001,12.0,-81.0,-60.0,-36.199999999999996,-1.6,-1.4,0.10000000000000009,-1.3000000000000007,0.0,-45.0,2.299999999999997,1.1000000000000014,-80.0,-633.0,-57.0,-37.5,-2.2,-0.4,0.5999999999999996,-2.6999999999999993,0.4900000000000002,0.0,0.0,4.0,-2.0,4.4,255.0,135.0,-28.807589285714357,0.5,-0.40000000000000036,-61.0,-20.0,-1.5,-30.0,-51.0,265.7366666666666,0.0,-0.09999999999999964,-225.0,-11.0,-3.3000000000000003,-115.0,-232.0,-20.269923371647508,0.3999999999999999,0.09999999999999964,-85.0,17.0,8.899999999999999,419.0,194.0,-65.64940476190475,-0.5,-1.1999999999999997,2.0,-18.0,4.1000000000000005,119.0,-67.0,135.66666666666666,0
73.0,-6.799999999999997,-0.10000000000000009,-0.2999999999999998,0.0,0.10000000000000053,-0.20000000000000018,-19.0,2.200000000000003,0.9000000000000021,-14.0,-622.0,1.0,-7.300000000000004,-0.6999999999999997,-0.10000000000000009,0.19999999999999973,-0.5999999999999996,-0.1999999999999993,-16.0,-1.4000000000000057,-2.8999999999999986,-57.0,-238.0,13.0,-6.100000000000001,-0.5999999999999996,0.5,0.10000000000000009,-0.6000000000000005,0.5999999999999996,19.0,0.8000000000000114,1.7999999999999972,53.0,17.0,13.0,-5.300000000000004,-1.2000000000000002,-0.6999999999999997,0.40000000000000013,0.20000000000000018,0.0,-13.0,-2.0999999999999943,0.3000000000000007,25.0,-59.0,18.0,-7.899999999999999,-2.2,-0.10000000000000009,1.1,-1.0000000000000009,-0.16999999999999993,-0.5999999999999996,-0.3000000000000007,-159.0,-52.0,4.3,-141.0,168.0,-31.75696202531651,0.19999999999999973,-0.2999999999999998,-6.0,-6.0,-5.3,-86.0,-124.0,-313.06451612903226,0.0,-1.0,-162.0,-21.0,-11.600000000000001,-311.0,-306.0,11.110512820512895,-0.7999999999999998,0.3000000000000007,-238.0,-5.0,10.7,257.0,80.0,-254.77499999999998,-1.5,2.1999999999999997,189.0,86.0,10.0,742.0,99.0,8.110476190476192,0
-13.0,-27.6,-0.8999999999999999,-0.7,0.2999999999999998,-0.5999999999999996,-1.0000000000000009,-52.0,0.0,-0.8999999999999986,-81.0,-703.0,-12.0,-28.300000000000004,-2.2,-0.30000000000000027,0.9000000000000001,-0.8999999999999995,-0.39999999999999947,-20.0,6.900000000000006,2.4000000000000004,10.0,-276.0,-11.0,-27.1,-3.5999999999999996,-1.0999999999999996,0.8999999999999999,-0.8999999999999995,-0.9000000000000004,-53.0,1.0,0.6000000000000014,-60.0,-596.0,-49.0,-17.1,-1.4000000000000004,0.20000000000000018,0.40000000000000013,-0.40000000000000036,0.5,6.0,1.9000000000000057,0.0,-22.0,-100.0,-10.0,-29.300000000000004,-1.5,-0.09999999999999998,0.6999999999999997,-1.5,0.10000000000000009,0.0,0.0,-4.0,2.0,-4.4,-255.0,-135.0,-61.26105263157899,0.09999999999999964,-0.2999999999999998,3.0,5.0,-5.5,-127.0,-192.0,-11.322584541062781,0.7000000000000002,0.7000000000000002,-31.0,14.0,-2.4,-92.0,-95.0,-28.39300385109118,-0.5999999999999996,-0.5,-22.0,-14.0,-0.19999999999999996,51.0,119.0,-29.818680851063846,-0.20000000000000018,1.1999999999999997,21.0,23.0,-2.0,-131.0,-49.0,-216.53333333333336,1
-9.0,-22.0,-1.0999999999999999,-0.7000000000000002,0.19999999999999973,-1.7000000000000002,-0.40000000000000036,-23.0,-5.5,3.0,-6.0,-99.0,-14.0,-21.1,-1.9000000000000001,-0.6000000000000001,0.9000000000000004,-2.0,0.1999999999999993,-8.0,-1.2000000000000028,0.40000000000000036,-22.0,-235.0,29.0,-28.0,-1.2000000000000002,-0.7000000000000002,0.0,-2.3000000000000007,-0.7999999999999989,-41.0,-3.799999999999997,-1.0999999999999979,-103.0,-288.0,-80.0,-37.9,-2.5999999999999996,-2.1,0.4999999999999998,-1.5,-0.7000000000000011,-61.0,-4.799999999999997,-4.399999999999999,-212.0,-753.0,-14.0,-21.6,-1.1,-0.20000000000000007,0.0,-2.4000000000000004,-0.31999999999999984,-0.3999999999999999,1.5999999999999996,113.0,56.0,12.3,370.0,180.0,31.15459459459464,-0.5,-0.2999999999999998,26.0,-16.0,-4.3,-193.0,-148.0,-319.0982142857142,0.7000000000000002,0.0,-96.0,-9.0,2.7,122.0,48.0,-11.22934782608695,-0.10000000000000009,0.09999999999999964,-61.0,-1.0,-5.0,-94.0,-48.0,-10.37171052631578,-0.5,0.19999999999999996,-79.0,-18.0,5.8999999999999995,-72.0,-64.0,-6.193333333333328,1
52.0,35.199999999999996,0.6999999999999997,1.1,0.20000000000000018,1.2000000000000002,-0.09999999999999964,39.0,1.3999999999999986,-0.3000000000000007,94.0,456.0,52.0,35.199999999999996,2.4,1.3000000000000003,-0.7000000000000002,1.7000000000000002,1.2999999999999998,74.0,2.9000000000000057,2.8000000000000007,103.0,753.0,52.0,35.199999999999996,-0.5,0.6000000000000001,0.5,0.40000000000000036,-0.29999999999999893,23.0,-9.5,-1.9000000000000021,49.0,188.0,52.0,35.199999999999996,1.0,0.8999999999999999,0.09999999999999987,1.2000000000000002,0.5,49.0,-2.5999999999999943,-2.3999999999999986,45.0,503.0,126.0,46.5,2.5,0.19999999999999996,-0.3999999999999999,4.199999999999999,0.22999999999999998,0.0,0.0,4.0,-2.0,4.4,255.0,135.0,36.606206896551726,-0.5,-0.2999999999999998,26.0,-16.0,-4.3,-193.0,-148.0,-270.56842105263155,-0.7999999999999998,-0.3000000000000007,-156.0,-30.0,2.0,33.0,-46.0,43.95208333333335,-0.3999999999999999,-0.5,92.0,26.0,-4.299999999999999,181.0,-91.0,15.063044776119398,0.0,0.0,-39.0,-3.0,-0.5,-7.0,19.0,69.69039548022599,1
25.0,38.9,0.6999999999999997,-0.10000000000000009,0.0,1.5,-0.09999999999999964,12.0,0.10000000000000142,-3.3999999999999986,3.0,-18.0,101.0,75.7,3.6,0.8,-1.2,4.0,0.7000000000000002,35.0,-15.799999999999997,-2.5999999999999996,59.0,183.0,24.0,39.1,3.5999999999999996,1.2999999999999998,-0.8000000000000003,0.8999999999999995,1.3000000000000007,69.0,3.1000000000000014,0.5999999999999979,96.0,481.0,21.0,40.800000000000004,3.9000000000000004,2.0,-1.1,0.6000000000000005,1.299999999999999,72.0,7.0,4.899999999999999,180.0,593.0,88.0,33.6,1.1999999999999997,0.0,-0.5999999999999996,0.7999999999999989,0.020000000000000018,0.5999999999999996,0.3000000000000007,163.0,50.0,0.1,396.0,-33.0,61.513819875776335,0.0,-0.7000000000000002,-35.0,-36.0,-5.8,-223.0,-199.0,-10.877415458937207,0.6000000000000001,-0.20000000000000107,-31.0,13.0,-9.9,-153.0,-26.0,60.20773420479304,0.39999999999999947,0.9000000000000004,-86.0,29.0,-0.7,17.0,-117.0,430.34468085106386,0.7000000000000002,0.0,16.0,-2.0,-1.6,19.0,97.0,12.806862745098073,0
-18.0,22.699999999999996,0.7000000000000002,0.4999999999999998,0.0,1.0999999999999996,-0.3000000000000007,14.0,1.8999999999999986,1.3999999999999986,141.0,613.0,35.0,25.300000000000004,1.2999999999999998,0.7,-0.2999999999999998,1.4000000000000004,0.39999999999999947,32.0,-0.8999999999999915,2.299999999999999,94.0,230.0,30.0,23.900000000000006,1.5,0.10000000000000009,-0.40000000000000013,0.8000000000000007,-0.3000000000000007,-3.0,-6.0,-6.399999999999999,-34.0,45.0,33.0,22.6,1.6,1.4,-0.30000000000000004,0.5,-0.40000000000000036,20.0,1.2999999999999972,1.5999999999999979,105.0,377.0,25.0,25.700000000000003,2.5,0.20000000000000007,-0.8999999999999999,2.4000000000000004,-0.22999999999999998,-0.19999999999999973,-0.40000000000000036,13.0,3.0,2.000000000000001,264.0,59.0,12.117777777777803,-0.2999999999999998,0.40000000000000036,-43.0,7.0,9.5,207.0,291.0,58.72538569424967,0.6000000000000001,-0.5999999999999996,-37.0,-9.0,-8.0,-224.0,-207.0,-0.6758620689655004,-0.3999999999999999,-0.09999999999999964,85.0,-17.0,-8.899999999999999,-419.0,-194.0,35.0121753246753,-1.1,1.4999999999999998,9.0,11.0,3.8000000000000003,-173.0,-31.0,0,0
6.0,9.899999999999999,0.19999999999999973,0.6000000000000001,0.20000000000000018,0.5,0.3000000000000007,18.0,2.6000000000000014,-3.6000000000000014,-18.0,54.0,3.0,10.399999999999999,1.1,0.30000000000000027,-0.40000000000000036,0.9000000000000004,0.9000000000000004,33.0,-0.3999999999999915,2.3000000000000007,62.0,454.0,-32.0,15.899999999999999,-0.8999999999999995,0.20000000000000018,0.7999999999999998,1.3000000000000007,0.0,11.0,-2.0,0.29999999999999716,73.0,45.0,6.0,9.899999999999999,0.39999999999999947,0.8000000000000003,0.0,0.0,0.8000000000000007,35.0,0.0,1.6000000000000014,80.0,163.0,80.0,21.2,1.1999999999999997,0.0,0.0,3.0,0.4500000000000002,-0.5999999999999996,-0.3000000000000007,-163.0,-50.0,-0.1,-396.0,33.0,-65.76191919191922,0.10000000000000009,0.7000000000000002,26.0,25.0,6.0,264.0,267.0,-239.79444444444445,0.7999999999999998,1.3999999999999995,78.0,60.0,5.9,289.0,61.0,117.85227272727275,0.5,-0.09999999999999964,-80.0,18.0,7.699999999999999,357.0,172.0,146.58749999999998,0.5,-0.19999999999999996,79.0,18.0,-5.8999999999999995,72.0,64.0,14.791666666666657,0
6.0,20.4,0.7,-0.19999999999999996,0.0,2.0,-0.7999999999999998,-19.0,2.8999999999999986,-2.8999999999999986,-5.0,-535.0,14.0,19.0,1.2,0.6999999999999997,-0.5,1.7000000000000002,-0.1999999999999993,10.0,7.900000000000006,0.1999999999999993,27.0,36.0,6.0,20.4,0.7000000000000002,0.8000000000000003,-0.10000000000000009,0.6000000000000005,1.0,42.0,3.0,2.5,98.0,78.0,40.0,47.5,3.3,2.8000000000000003,-0.4999999999999998,1.7999999999999998,1.0,79.0,6.200000000000003,3.8999999999999986,242.0,935.0,13.0,19.0,0.5,-0.09999999999999998,0.2999999999999998,2.0999999999999996,0.23999999999999977,0.3999999999999999,-1.5,-94.0,-51.0,-15.3,-459.0,-352.0,-66.84372759856637,-0.09999999999999964,0.2999999999999998,-3.0,-5.0,5.5,127.0,192.0,10.95959079283881,0.19999999999999973,1.0000000000000009,152.0,17.0,5.1,-15.0,-65.0,3.5142857142857338,-0.3999999999999999,-0.09999999999999964,85.0,-17.0,-8.899999999999999,-419.0,-194.0,124.601,-1.1,1.4999999999999998,9.0,11.0,3.8000000000000003,-173.0,-31.0,0,0
-35.0,22.299999999999997,0.5,0.2999999999999998,-0.10000000000000009,0.5999999999999996,-0.1999999999999993,14.0,-2.6000000000000014,-3.200000000000003,53.0,392.0,25.0,21.6,1.4999999999999996,0.6000000000000001,-0.5,1.2000000000000002,1.0999999999999996,48.0,2.1000000000000085,4.1,112.0,551.0,25.0,21.6,0.40000000000000036,0.5,0.09999999999999987,0.3000000000000007,-0.09999999999999964,13.0,-4.900000000000006,-2.0,27.0,152.0,99.0,32.900000000000006,3.0,3.5,-0.9000000000000001,-0.3000000000000007,7.1,202.0,1.8999999999999915,19.2,418.0,416.0,20.0,23.4,0.7999999999999998,-2.5999999999999996,0.09999999999999987,4.6000000000000005,1.1300000000000001,0.5999999999999996,0.3000000000000007,159.0,52.0,-4.3,141.0,-168.0,42.05517241379317,0.6999999999999997,0.0,-32.0,10.0,-1.0,107.0,24.0,0,0.2999999999999998,1.6000000000000005,206.0,74.0,7.0,290.0,103.0,155.165625,-1.0,1.6999999999999993,143.0,74.0,7.7,467.0,162.0,153.96467532467528,-1.5000000000000004,-0.10000000000000009,-274.0,-65.0,1.5,-723.0,-295.0,-292.7066666666667,0
